data,abertura,maxima,minima,fechamento,volume,ticker,simbolo
2025-01-16 00:00:00-03:00,122649.0,122660.0,120796.0,121234.0,11312100,IBOV,^BVSP
2025-01-17 00:00:00-03:00,121258.0,122674.0,121074.0,122350.0,10242300,IBOV,^BVSP
2025-01-20 00:00:00-03:00,122349.0,123098.0,121511.0,122543.0,4185300,IBOV,^BVSP
2025-01-21 00:00:00-03:00,122850.0,123462.0,122290.0,123338.0,7819600,IBOV,^BVSP
2025-01-22 00:00:00-03:00,123345.0,123865.0,122926.0,122972.0,9975100,IBOV,^BVSP
2025-01-23 00:00:00-03:00,122965.0,123958.0,122159.0,122483.0,9491400,IBOV,^BVSP
2025-01-24 00:00:00-03:00,122483.0,122908.0,122196.0,122447.0,7777800,IBOV,^BVSP
2025-01-27 00:00:00-03:00,122443.0,124862.0,122207.0,124862.0,11021500,IBOV,^BVSP
2025-01-28 00:00:00-03:00,124861.0,124881.0,123973.0,124056.0,8313500,IBOV,^BVSP
2025-01-29 00:00:00-03:00,124056.0,124767.0,123278.0,123432.0,7348500,IBOV,^BVSP
2025-01-30 00:00:00-03:00,123433.0,127169.0,123432.0,126913.0,11688100,IBOV,^BVSP
2025-01-31 00:00:00-03:00,126914.0,127532.0,126057.0,126135.0,10242600,IBOV,^BVSP
2025-02-03 00:00:00-03:00,126135.0,126473.0,125566.0,125970.0,9548900,IBOV,^BVSP
2025-02-04 00:00:00-03:00,125964.0,125964.0,124694.0,125147.0,9784500,IBOV,^BVSP
2025-02-05 00:00:00-03:00,125146.0,125846.0,124637.0,125534.0,9957400,IBOV,^BVSP
2025-02-06 00:00:00-03:00,125531.0,126399.0,125249.0,126225.0,10028600,IBOV,^BVSP
2025-02-07 00:00:00-03:00,126219.0,126524.0,124320.0,124619.0,10952400,IBOV,^BVSP
2025-02-10 00:00:00-03:00,124619.0,126386.0,124619.0,125572.0,8908600,IBOV,^BVSP
2025-02-11 00:00:00-03:00,125571.0,126886.0,125570.0,126522.0,11242800,IBOV,^BVSP
2025-02-12 00:00:00-03:00,126513.0,126513.0,124116.0,124380.0,14625100,IBOV,^BVSP
2025-02-13 00:00:00-03:00,124372.0,124853.0,123778.0,124850.0,9048100,IBOV,^BVSP
2025-02-14 00:00:00-03:00,124849.0,128482.0,124849.0,128219.0,12560100,IBOV,^BVSP
2025-02-17 00:00:00-03:00,128229.0,129534.0,128229.0,128869.0,7032800,IBOV,^BVSP
2025-02-18 00:00:00-03:00,128553.0,129294.0,128012.0,128532.0,10994100,IBOV,^BVSP
2025-02-19 00:00:00-03:00,128528.0,128528.0,127028.0,127309.0,9295100,IBOV,^BVSP
2025-02-20 00:00:00-03:00,127309.0,127871.0,127063.0,127601.0,10640300,IBOV,^BVSP
2025-02-21 00:00:00-03:00,127601.0,127654.0,126483.0,127128.0,11093300,IBOV,^BVSP
2025-02-24 00:00:00-03:00,127129.0,127275.0,125162.0,125401.0,10148900,IBOV,^BVSP
2025-02-25 00:00:00-03:00,125401.0,126718.0,125382.0,125980.0,11078000,IBOV,^BVSP
2025-02-26 00:00:00-03:00,125980.0,126563.0,124732.0,124769.0,11361800,IBOV,^BVSP
2025-02-27 00:00:00-03:00,124768.0,125497.0,124352.0,124799.0,12554000,IBOV,^BVSP
2025-02-28 00:00:00-03:00,124798.0,124916.0,122659.0,122799.0,24873800,IBOV,^BVSP
2025-03-05 00:00:00-03:00,122799.0,123364.0,122747.0,123047.0,9604100,IBOV,^BVSP
2025-03-06 00:00:00-03:00,123048.0,124112.0,122681.0,123358.0,10060600,IBOV,^BVSP
2025-03-07 00:00:00-03:00,123357.0,125822.0,122530.0,125035.0,9975600,IBOV,^BVSP
2025-03-10 00:00:00-03:00,125031.0,125031.0,123471.0,124519.0,9370800,IBOV,^BVSP
2025-03-11 00:00:00-03:00,124519.0,124625.0,122636.0,123507.0,8810400,IBOV,^BVSP
2025-03-12 00:00:00-03:00,123507.0,124048.0,122969.0,123864.0,8254800,IBOV,^BVSP
2025-03-13 00:00:00-03:00,123863.0,125774.0,123590.0,125637.0,11259000,IBOV,^BVSP
2025-03-14 00:00:00-03:00,125647.0,129194.0,125647.0,128957.0,14572600,IBOV,^BVSP
2025-03-17 00:00:00-03:00,128959.0,131313.0,128957.0,130834.0,11063200,IBOV,^BVSP
2025-03-18 00:00:00-03:00,130832.0,131834.0,130722.0,131475.0,10992400,IBOV,^BVSP
2025-03-19 00:00:00-03:00,131476.0,132984.0,131451.0,132508.0,12204900,IBOV,^BVSP
2025-03-20 00:00:00-03:00,132505.0,132713.0,131813.0,131955.0,14187500,IBOV,^BVSP
2025-03-21 00:00:00-03:00,132005.0,132588.0,131776.0,132345.0,14192000,IBOV,^BVSP
2025-03-24 00:00:00-03:00,132344.0,132424.0,130992.0,131321.0,8301200,IBOV,^BVSP
2025-03-25 00:00:00-03:00,131327.0,133471.0,131325.0,132068.0,9237600,IBOV,^BVSP
2025-03-26 00:00:00-03:00,132069.0,132984.0,132068.0,132520.0,9404600,IBOV,^BVSP
2025-03-27 00:00:00-03:00,132522.0,133904.0,132479.0,133149.0,10016200,IBOV,^BVSP
2025-03-28 00:00:00-03:00,133143.0,133143.0,131315.0,131902.0,8905500,IBOV,^BVSP
2025-03-31 00:00:00-03:00,131900.0,131901.0,130115.0,130260.0,9994900,IBOV,^BVSP
2025-04-01 00:00:00-03:00,130267.0,131982.0,130081.0,131147.0,8966100,IBOV,^BVSP
2025-04-02 00:00:00-03:00,131151.0,131424.0,130393.0,131190.0,8819500,IBOV,^BVSP
2025-04-03 00:00:00-03:00,131185.0,132552.0,130182.0,131141.0,12327500,IBOV,^BVSP
2025-04-04 00:00:00-03:00,131139.0,131139.0,126466.0,127256.0,13176400,IBOV,^BVSP
2025-04-07 00:00:00-03:00,127229.0,128411.0,123876.0,125588.0,14045900,IBOV,^BVSP
2025-04-08 00:00:00-03:00,125588.0,127652.0,123454.0,123932.0,12814700,IBOV,^BVSP
2025-04-09 00:00:00-03:00,123928.0,128649.0,122887.0,127796.0,16919800,IBOV,^BVSP
2025-04-10 00:00:00-03:00,127796.0,127797.0,124895.0,126355.0,11456300,IBOV,^BVSP
2025-04-11 00:00:00-03:00,126355.0,128386.0,126078.0,127682.0,10084200,IBOV,^BVSP
2025-04-14 00:00:00-03:00,127683.0,129955.0,127683.0,129454.0,10608700,IBOV,^BVSP
2025-04-15 00:00:00-03:00,129452.0,129927.0,128951.0,129245.0,8837800,IBOV,^BVSP
2025-04-16 00:00:00-03:00,129245.0,129605.0,128149.0,128317.0,11540200,IBOV,^BVSP
2025-04-17 00:00:00-03:00,128316.0,130091.0,127973.0,129650.0,9983400,IBOV,^BVSP
2025-04-22 00:00:00-03:00,129650.0,130877.0,128726.0,130464.0,8605300,IBOV,^BVSP
2025-04-23 00:00:00-03:00,130468.0,133318.0,130468.0,132216.0,11342700,IBOV,^BVSP
2025-04-24 00:00:00-03:00,132245.0,134938.0,132223.0,134580.0,14113400,IBOV,^BVSP
2025-04-25 00:00:00-03:00,134579.0,134992.0,134186.0,134739.0,13051800,IBOV,^BVSP
2025-04-28 00:00:00-03:00,134741.0,135709.0,134711.0,135016.0,11449700,IBOV,^BVSP
2025-04-29 00:00:00-03:00,135017.0,136150.0,134899.0,135093.0,12761100,IBOV,^BVSP
2025-04-30 00:00:00-03:00,135094.0,135171.0,133955.0,135067.0,15452400,IBOV,^BVSP
2025-05-02 00:00:00-03:00,135067.0,135275.0,134355.0,135134.0,12739100,IBOV,^BVSP
2025-05-05 00:00:00-03:00,135131.0,135198.0,133390.0,133491.0,10796300,IBOV,^BVSP
2025-05-06 00:00:00-03:00,133499.0,134135.0,133260.0,133516.0,11139700,IBOV,^BVSP
2025-05-07 00:00:00-03:00,133517.0,134110.0,132872.0,133398.0,9938200,IBOV,^BVSP
2025-05-08 00:00:00-03:00,133458.0,137635.0,133458.0,136232.0,17202900,IBOV,^BVSP
2025-05-09 00:00:00-03:00,136232.0,137286.0,136105.0,136512.0,13881800,IBOV,^BVSP
2025-05-12 00:00:00-03:00,136516.0,137519.0,136356.0,136563.0,10915800,IBOV,^BVSP
2025-05-13 00:00:00-03:00,136565.0,139419.0,136550.0,138963.0,13071200,IBOV,^BVSP
2025-05-14 00:00:00-03:00,138965.0,139362.0,138228.0,138423.0,11155300,IBOV,^BVSP
2025-05-15 00:00:00-03:00,138425.0,139408.0,138321.0,139334.0,11500800,IBOV,^BVSP
2025-05-16 00:00:00-03:00,139335.0,139335.0,137713.0,139187.0,12106000,IBOV,^BVSP
2025-05-19 00:00:00-03:00,139186.0,140203.0,138587.0,139636.0,9590600,IBOV,^BVSP
2025-05-20 00:00:00-03:00,139636.0,140244.0,138966.0,140110.0,9650800,IBOV,^BVSP
2025-05-21 00:00:00-03:00,140109.0,140109.0,137538.0,137881.0,10150400,IBOV,^BVSP
2025-05-22 00:00:00-03:00,137881.0,138837.0,137088.0,137273.0,13223200,IBOV,^BVSP
2025-05-23 00:00:00-03:00,137273.0,137824.0,134997.0,137824.0,10682600,IBOV,^BVSP
2025-05-26 00:00:00-03:00,137824.0,138800.0,137795.0,138136.0,5553800,IBOV,^BVSP
2025-05-27 00:00:00-03:00,138136.0,140382.0,138136.0,139541.0,11187800,IBOV,^BVSP
2025-05-28 00:00:00-03:00,139541.0,139547.0,138580.0,138888.0,9735000,IBOV,^BVSP
2025-05-29 00:00:00-03:00,138869.0,139108.0,137993.0,138534.0,8826400,IBOV,^BVSP
2025-05-30 00:00:00-03:00,138546.0,138637.0,136726.0,137027.0,15141600,IBOV,^BVSP
2025-06-02 00:00:00-03:00,137026.0,138471.0,136483.0,136787.0,9100100,IBOV,^BVSP
2025-06-03 00:00:00-03:00,136787.0,137672.0,136175.0,137546.0,9696700,IBOV,^BVSP
2025-06-04 00:00:00-03:00,137547.0,138797.0,136695.0,137002.0,10199100,IBOV,^BVSP
2025-06-05 00:00:00-03:00,137003.0,137451.0,136031.0,136236.0,9484500,IBOV,^BVSP
2025-06-06 00:00:00-03:00,136236.0,136890.0,135601.0,136102.0,9119300,IBOV,^BVSP
2025-06-09 00:00:00-03:00,136102.0,136106.0,134119.0,135699.0,7763800,IBOV,^BVSP
2025-06-10 00:00:00-03:00,135716.0,137369.0,135716.0,136436.0,8186500,IBOV,^BVSP
2025-06-11 00:00:00-03:00,136443.0,137531.0,135628.0,137128.0,8767100,IBOV,^BVSP
2025-06-12 00:00:00-03:00,137127.0,137931.0,136175.0,137800.0,7124600,IBOV,^BVSP
2025-06-13 00:00:00-03:00,137800.0,137800.0,136586.0,137213.0,8628300,IBOV,^BVSP
2025-06-16 00:00:00-03:00,137212.0,139988.0,137212.0,139256.0,7620500,IBOV,^BVSP
2025-06-17 00:00:00-03:00,139256.0,139497.0,138293.0,138840.0,8377000,IBOV,^BVSP
2025-06-18 00:00:00-03:00,138844.0,139161.0,138443.0,138717.0,8323400,IBOV,^BVSP
2025-06-20 00:00:00-03:00,138715.0,138719.0,136815.0,137116.0,11289300,IBOV,^BVSP
2025-06-23 00:00:00-03:00,137116.0,137130.0,135835.0,136551.0,7727800,IBOV,^BVSP
2025-06-24 00:00:00-03:00,136552.0,138156.0,136254.0,137165.0,8083700,IBOV,^BVSP
2025-06-25 00:00:00-03:00,137163.0,137163.0,135565.0,135767.0,7705700,IBOV,^BVSP
2025-06-26 00:00:00-03:00,135767.0,137353.0,135756.0,137114.0,8023300,IBOV,^BVSP
2025-06-27 00:00:00-03:00,137113.0,137209.0,136469.0,136866.0,6244500,IBOV,^BVSP
2025-06-30 00:00:00-03:00,136865.0,139103.0,136430.0,138855.0,7680300,IBOV,^BVSP
2025-07-01 00:00:00-03:00,138855.0,139695.0,138855.0,139549.0,6345700,IBOV,^BVSP
2025-07-02 00:00:00-03:00,139586.0,140049.0,138384.0,139051.0,8811900,IBOV,^BVSP
2025-07-03 00:00:00-03:00,139051.0,141304.0,139051.0,140928.0,6082200,IBOV,^BVSP
2025-07-04 00:00:00-03:00,140928.0,141537.0,140597.0,141478.0,2114300,IBOV,^BVSP
2025-07-07 00:00:00-03:00,141265.0,141342.0,139295.0,139490.0,6117300,IBOV,^BVSP
2025-07-08 00:00:00-03:00,139491.0,139591.0,138770.0,139303.0,6750100,IBOV,^BVSP
2025-07-09 00:00:00-03:00,139303.0,139331.0,137299.0,137481.0,7584500,IBOV,^BVSP
2025-07-10 00:00:00-03:00,137472.0,137472.0,136015.0,136743.0,9566200,IBOV,^BVSP
2025-07-11 00:00:00-03:00,136742.0,136742.0,135528.0,136187.0,7401900,IBOV,^BVSP
2025-07-14 00:00:00-03:00,136187.0,136187.0,134840.0,135299.0,7325600,IBOV,^BVSP
2025-07-15 00:00:00-03:00,135298.0,136022.0,134380.0,135250.0,6904200,IBOV,^BVSP
2025-07-16 00:00:00-03:00,135250.0,135641.0,134265.0,135511.0,7833200,IBOV,^BVSP
2025-07-17 00:00:00-03:00,135515.0,135793.0,135016.0,135565.0,6800000,IBOV,^BVSP
2025-07-18 00:00:00-03:00,135563.0,135563.0,133296.0,133382.0,10071800,IBOV,^BVSP
2025-07-21 00:00:00-03:00,133382.0,134865.0,133367.0,134167.0,6726700,IBOV,^BVSP
2025-07-22 00:00:00-03:00,134180.0,135300.0,133986.0,134036.0,7052100,IBOV,^BVSP
2025-07-23 00:00:00-03:00,134036.0,135782.0,133676.0,135368.0,6527600,IBOV,^BVSP
2025-07-24 00:00:00-03:00,135357.0,135363.0,133648.0,133808.0,5976800,IBOV,^BVSP
2025-07-25 00:00:00-03:00,133820.0,134204.0,133285.0,133524.0,5560900,IBOV,^BVSP
2025-07-28 00:00:00-03:00,133538.0,133902.0,131550.0,132129.0,6625600,IBOV,^BVSP
2025-07-29 00:00:00-03:00,132130.0,133346.0,132130.0,132726.0,6324800,IBOV,^BVSP
2025-07-30 00:00:00-03:00,132702.0,134368.0,131883.0,133990.0,8655300,IBOV,^BVSP
2025-07-31 00:00:00-03:00,133987.0,133987.0,132096.0,133071.0,9196800,IBOV,^BVSP
2025-08-01 00:00:00-03:00,132920.0,133237.0,132140.0,132437.0,8497100,IBOV,^BVSP
2025-08-04 00:00:00-03:00,132440.0,133929.0,132440.0,132971.0,6136600,IBOV,^BVSP
2025-08-05 00:00:00-03:00,132971.0,134233.0,132682.0,133151.0,6606300,IBOV,^BVSP
2025-08-06 00:00:00-03:00,133169.0,135241.0,133169.0,134538.0,8681700,IBOV,^BVSP
2025-08-07 00:00:00-03:00,134538.0,137007.0,134534.0,136528.0,9501000,IBOV,^BVSP
2025-08-08 00:00:00-03:00,136526.0,136761.0,135659.0,135913.0,9890600,IBOV,^BVSP
2025-08-11 00:00:00-03:00,135913.0,136307.0,135496.0,135623.0,6947300,IBOV,^BVSP
2025-08-12 00:00:00-03:00,135629.0,138414.0,135629.0,137914.0,8342100,IBOV,^BVSP
2025-08-13 00:00:00-03:00,137911.0,137913.0,136535.0,136687.0,9398500,IBOV,^BVSP
2025-08-14 00:00:00-03:00,136681.0,137437.0,135588.0,136356.0,9667800,IBOV,^BVSP
2025-08-15 00:00:00-03:00,136354.0,136431.0,135583.0,136341.0,9291000,IBOV,^BVSP
2025-08-18 00:00:00-03:00,136341.0,137902.0,136341.0,137322.0,8089900,IBOV,^BVSP
2025-08-19 00:00:00-03:00,137321.0,137321.0,133997.0,134432.0,8684100,IBOV,^BVSP
2025-08-20 00:00:00-03:00,134431.0,134964.0,134122.0,134667.0,6845000,IBOV,^BVSP
2025-08-21 00:00:00-03:00,134664.0,134837.0,133874.0,134511.0,6516300,IBOV,^BVSP
2025-08-22 00:00:00-03:00,134512.0,138072.0,134512.0,137968.0,9315600,IBOV,^BVSP
2025-08-25 00:00:00-03:00,137971.0,138890.0,137971.0,138025.0,5991700,IBOV,^BVSP
2025-08-26 00:00:00-03:00,138026.0,138037.0,137059.0,137771.0,8453400,IBOV,^BVSP
